identificacion,corte_mes,saldo
FDS0N1SJL1R9K1IB4,2023-06-30,2503481
1MFXZRYV4MFOBXIAJ,2024-02-29,245354
G6R001Q73KLXUDPTV,2024-07-31,4081920
DLTTACGP89H6U008M,2023-04-30,997644
C89YVYS8RINE8LHLO,2024-01-31,1297897
JTZWA92S5243CPZDG,2024-05-31,6809252
DWJ0GFUKS12L7Y0G9,2023-11-30,2238854
9F27PNL29KIWUI8V1,2024-04-30,4163492
5P7TLU9HROJCCH8XF,2024-07-31,6659000
R6XC1HPW2F2OYGFS2,2024-11-30,4140360
WLHSCECOGSRZSUK44,2024-07-31,4178209
15J0ZCH8C1O665RTF,2023-11-30,3354473
LYQEIHF686T8C6FUH,2023-06-30,6009663
R7Q4Z9AULIORDJQ9D,2024-09-30,6981986
G6R001Q73KLXUDPTV,2023-07-31,4803856
Y144TELK1D0Z0KLVV,2024-01-31,4136417
I9WWI0Z0BQBBIKN76,2023-11-30,1137612
BJSA6PK9IP3QNY0GU,2024-11-30,1130648
VEYQK2P1HT4EDEU8Z,2023-09-30,1100432
KCLWQ204AZ5D2W8QN,2024-11-30,3043509
Y144TELK1D0Z0KLVV,2023-06-30,3517015
U01UYM0KLQO7ZMKXL,2023-09-30,3342647
E0P3U76BSR8JVOEAS,2023-10-31,443265
4TL0TI5WAALM6P0AH,2024-07-31,3614496
VNTN2FOUQHBSVRLKZ,2024-04-30,6556406
PQHMTD7TS2Q7AM9C6,2024-01-31,4187792
XRD31U4F7GM99U92O,2023-03-31,1234879
Y144TELK1D0Z0KLVV,2024-04-30,3327191
VHX791SAUG7W7R63P,2024-05-31,6469559
7MQU99ZO49YXI2EDE,2024-06-30,4487999
DLRDFJ40BGVP9H10W,2024-05-31,5326023
GFMBMLM8423RIAEDD,2024-03-31,5646943
U01UYM0KLQO7ZMKXL,2023-06-30,4083470
Y144TELK1D0Z0KLVV,2023-09-30,6710143
OBPVWFPY1GIGMACGG,2023-01-31,1108215
U5I6FRV4Z2WTHAYXA,2024-09-30,4903459
OJQZJBSXV2EELB04H,2024-01-31,2475361
N28ZTD9G5EYTS9PZY,2023-06-30,557053
OEZ236PKMC6MBM3TB,2023-02-28,5442409
XYYJ1CS2J4N0KXRG2,2024-10-31,356143
AXH5M6W00RW6A1MRV,2024-05-31,1337363
T16X6RLA2J523LYRZ,2024-06-30,6188897
6RNZ6V20ZBCHCCIPT,2023-03-31,6804905
KVXACS7SB5O59ARQP,2023-06-30,6500484
6N7C2M20A97S9IENG,2024-08-31,1533519
5P7TLU9HROJCCH8XF,2023-03-31,2625109
KLRH1ZESF492S056H,2024-09-30,6191702
09SYGN7IXDQV5X9IP,2023-02-28,5180313
FGGU9EADWBBLHKHYI,2024-03-31,295225
ORSVN3W6R6KI4L6K7,2024-02-29,4097537
9Y4LCJDQLDU43LOK4,2024-07-31,5722795
BOWGL6ZFJ8V4E620T,2024-12-31,5391545
VBCVVZPLR5KW0VKDX,2023-08-31,1777213
D0HW4TD0CUW9XJQPX,2024-10-31,586500
VBCVVZPLR5KW0VKDX,2024-01-31,25501
PSRCQ6DW4S2N7175C,2023-06-30,1877974
5P7TLU9HROJCCH8XF,2024-04-30,1558387
V1SRV6QGJWWC8JVW0,2024-05-31,1653854
7ZQT4ZSYX2JJH3BHK,2024-11-30,5947823
BUDE132ZGBWCF5SIZ,2024-10-31,4893383
VHX791SAUG7W7R63P,2023-08-31,6361737
AERG7GPQIBQXOGOHX,2024-11-30,5421026
SUK8675QWKY38XUZB,2024-12-31,4789792
8JB7CPERPX344FYNY,2023-04-30,1088256
FDS0N1SJL1R9K1IB4,2024-05-31,2161308
VBCVVZPLR5KW0VKDX,2024-03-31,1317073
9Y4LCJDQLDU43LOK4,2023-09-30,5186582
K2DBNBQ09G1QCCD7W,2024-04-30,125948
AERG7GPQIBQXOGOHX,2023-09-30,1229227
A4JYPUIFCGXQSH8XL,2023-09-30,2317653
H9QCKG6XB01NQCZO9,2024-05-31,1746395
AXH5M6W00RW6A1MRV,2024-04-30,283784
1LFTDYT2H0I9ZG3S8,2024-10-31,6472843
J899WRG0VOOF1WON0,2024-01-31,648629
7MQU99ZO49YXI2EDE,2023-11-30,3173974
J899WRG0VOOF1WON0,2023-02-28,2041743
Y6PZ8ICUVSNUUVGC6,2024-03-31,1523897
PEYORPWSHOAUXOPB8,2023-09-30,2713776
UXT0SVW2ICMQTZACJ,2023-03-31,2193989
D7UUQ6CP4DWYGZF0Z,2024-08-31,2924537
XTUS49QJ4P8A8OCOB,2023-06-30,221301
DLTTACGP89H6U008M,2024-04-30,1407864
VIOMZ3660T8XTY6RC,2024-10-31,3475363
OJQZJBSXV2EELB04H,2023-02-28,4219160
KIULTEGOP4LWPVDNF,2023-04-30,938290
Y144TELK1D0Z0KLVV,2023-05-31,3356011
E0P3U76BSR8JVOEAS,2024-04-30,1437169
6T645BU8TYM8VGXKO,2024-08-31,5851185
7PLLCJPG8BTDR1ND3,2024-01-31,1090575
XEVZL0LOYONKMBWZY,2024-10-31,4867663
6O996AT92IZ9926S5,2023-07-31,610183
L8NOLOQ0MHSBXLPC8,2024-06-30,1230040
FDS0N1SJL1R9K1IB4,2024-03-31,247174
R7Q4Z9AULIORDJQ9D,2023-06-30,6328786
15J0ZCH8C1O665RTF,2024-07-31,3573003
LATSV8PKLN0G0XSCQ,2024-10-31,1327654
9DQS2WEXYFKHTNXUB,2023-01-31,3022714
VIOMZ3660T8XTY6RC,2023-08-31,5847110
BJSA6PK9IP3QNY0GU,2024-02-29,2342152
DLTTACGP89H6U008M,2024-10-31,3658238
4GM0V34SHZCQY338K,2023-06-30,1129992
UXT0SVW2ICMQTZACJ,2023-09-30,6439201
OQ5Y6DD3YNNZYDOK7,2024-06-30,4317003
9DQS2WEXYFKHTNXUB,2024-01-31,1060167
UOHQ6DHPAN7V486JH,2024-08-31,3235609
KXDUI2BQC1ZQ25O4C,2024-03-31,1511900
V2NG3GK779G8J7A0S,2024-06-30,2491456
7AQPGU50TED28A7G6,2024-09-30,4533649
FGGU9EADWBBLHKHYI,2023-06-30,912892
R6XC1HPW2F2OYGFS2,2024-01-31,3475923
63FO2A0KBYVLDNRAA,2023-09-30,439857
UP8K03IYUM8HZ8NLC,2023-11-30,1736492
OEZ236PKMC6MBM3TB,2023-07-31,1476135
A4LKAXWACFA995KE1,2023-09-30,1213974
7AQPGU50TED28A7G6,2024-04-30,6470246
DLTTACGP89H6U008M,2023-02-28,522028
K7OLAZQZTOKBXBQVR,2023-08-31,578686
N28ZTD9G5EYTS9PZY,2024-10-31,1588630
KXDUI2BQC1ZQ25O4C,2024-11-30,3178331
WLHSCECOGSRZSUK44,2023-09-30,2495341
KLRH1ZESF492S056H,2024-03-31,3678298
D0HW4TD0CUW9XJQPX,2023-07-31,4106919
UP8K03IYUM8HZ8NLC,2023-06-30,784713
9NWFWJ38XN31WBFXG,2024-07-31,6977386
WI9LBMXJ0YIBEJ357,2023-08-31,2319643
AIQASN1W6XH7O9AI8,2023-09-30,1531279
V2NG3GK779G8J7A0S,2023-07-31,5173762
GTLAUQABS3K1IHWCJ,2024-12-31,1841865
OEZ236PKMC6MBM3TB,2023-05-31,3456754
IHBDM8XWHP0LUZ7NR,2023-03-31,387460
K4BAGGWMVBZXC8Z0R,2023-03-31,5710244
UOHQ6DHPAN7V486JH,2024-03-31,1265770
VBCVVZPLR5KW0VKDX,2023-04-30,6877251
RVDHIRC8T2IA2OUOW,2024-02-29,1688617
3PS05CCLIJVJ8J2KT,2023-01-31,252139
FGGU9EADWBBLHKHYI,2024-12-31,5968839
PQHMTD7TS2Q7AM9C6,2024-10-31,288625
U5I6FRV4Z2WTHAYXA,2023-07-31,3442761
RRS0030J6RHTUQ2RK,2023-04-30,6907325
MHREEFELDOONUMCHP,2023-07-31,3618715
IC9TR053SOF1562RK,2023-04-30,3442049
ZBRHGSC2D0501QLTX,2023-09-30,6436728
DLRDFJ40BGVP9H10W,2024-07-31,6870409
K2DBNBQ09G1QCCD7W,2023-02-28,4407568
D7UUQ6CP4DWYGZF0Z,2023-03-31,4341201
RVDHIRC8T2IA2OUOW,2024-10-31,2718361
5P7TLU9HROJCCH8XF,2024-06-30,2842759
NDN0JWDWD4PJPHKO9,2024-06-30,2826817
73LDIXZVJOQFRMHNZ,2024-12-31,54363
BJ37EOP5EGMDLO3MP,2023-04-30,761132
X4YOXMSTBUXXCUOGK,2024-04-30,2059956
8JB7CPERPX344FYNY,2023-10-31,6758336
FQJP2PBU50DG45YX3,2023-12-31,4120815
NYD2J0FAEI05SQVAY,2023-08-31,6941726
X4YOXMSTBUXXCUOGK,2024-08-31,5079079
Y6PZ8ICUVSNUUVGC6,2024-10-31,1344482
H9QCKG6XB01NQCZO9,2023-02-28,2407770
KIULTEGOP4LWPVDNF,2024-08-31,4275645
KXDUI2BQC1ZQ25O4C,2024-06-30,3473247
6O996AT92IZ9926S5,2023-10-31,2734935
IAXUMLO4Y4HXEEHHC,2023-10-31,4095087
AERG7GPQIBQXOGOHX,2023-07-31,1074921
9Y4LCJDQLDU43LOK4,2024-06-30,6454171
GTLAUQABS3K1IHWCJ,2024-06-30,4959945
DWJ0GFUKS12L7Y0G9,2024-08-31,1138495
5VVHS1PF81H0K03QN,2024-09-30,160123
IAXUMLO4Y4HXEEHHC,2024-05-31,5852624
869YG73INQB5W1NQT,2024-11-30,3997168
RRS0030J6RHTUQ2RK,2023-12-31,2776393
ZBRHGSC2D0501QLTX,2023-08-31,4140140
KXDUI2BQC1ZQ25O4C,2023-11-30,6829780
7AQPGU50TED28A7G6,2023-06-30,4871576
UOHQ6DHPAN7V486JH,2024-10-31,2508835
BQLAQGMLUN5Y6VU3U,2024-07-31,1445794
KIULTEGOP4LWPVDNF,2024-03-31,1677899
XTUS49QJ4P8A8OCOB,2024-08-31,4629726
V1SRV6QGJWWC8JVW0,2024-07-31,6381841
83Y10YDW1OI06N9ZM,2023-09-30,4892600
WI9LBMXJ0YIBEJ357,2024-08-31,2157740
FQJP2PBU50DG45YX3,2024-10-31,2745875
N28ZTD9G5EYTS9PZY,2023-07-31,6861702
WI9LBMXJ0YIBEJ357,2024-07-31,2485344
SUK8675QWKY38XUZB,2024-05-31,6321858
0TTW5R9RRCJ0A9E5F,2023-11-30,2094912
UP8K03IYUM8HZ8NLC,2023-08-31,4729770
6N7C2M20A97S9IENG,2024-03-31,5220133
G6R001Q73KLXUDPTV,2023-12-31,1934841
Y144TELK1D0Z0KLVV,2024-10-31,1081026
D7UUQ6CP4DWYGZF0Z,2023-06-30,1708688
BOWGL6ZFJ8V4E620T,2024-08-31,6532728
FGGU9EADWBBLHKHYI,2023-05-31,5861830
L8NOLOQ0MHSBXLPC8,2023-10-31,6750416
U5I6FRV4Z2WTHAYXA,2024-10-31,4432701
51UQ4XPBN39O7QIOO,2023-04-30,994289
7MQU99ZO49YXI2EDE,2023-01-31,5285451
MHREEFELDOONUMCHP,2023-03-31,2819535
ZBRHGSC2D0501QLTX,2023-07-31,6923081
T3ZXYYXXBKASGDXYG,2024-11-30,2171645
9G2XZ3XNAY7J6KTJN,2024-05-31,4950485
N28ZTD9G5EYTS9PZY,2024-08-31,891367
9F27PNL29KIWUI8V1,2023-08-31,1536996
GFMBMLM8423RIAEDD,2024-11-30,3580333
OEZ236PKMC6MBM3TB,2024-06-30,6990842
IAXUMLO4Y4HXEEHHC,2023-01-31,342967
OJQZJBSXV2EELB04H,2023-12-31,6155428
FQJP2PBU50DG45YX3,2024-12-31,3768224
8JB7CPERPX344FYNY,2023-05-31,1329291
KCLWQ204AZ5D2W8QN,2024-10-31,3181959
K2DBNBQ09G1QCCD7W,2023-05-31,3321690
PSRCQ6DW4S2N7175C,2023-07-31,5534270
VEYQK2P1HT4EDEU8Z,2024-02-29,802401
V4LNPTIOKCV53PIHE,2024-04-30,2430663
79KX9A87LHVX4DRM4,2024-01-31,3957651
BJ37EOP5EGMDLO3MP,2023-02-28,5291783
9G2XZ3XNAY7J6KTJN,2023-06-30,2764099
AIQASN1W6XH7O9AI8,2024-02-29,5461014
VU97XYAGZZS7LOG4E,2024-04-30,3106478
DLRDFJ40BGVP9H10W,2023-12-31,2114783
OCCKGZM8DIZCYX3CJ,2024-11-30,4657896
UOHQ6DHPAN7V486JH,2024-04-30,4498371
G6R001Q73KLXUDPTV,2023-09-30,5617718
Y144TELK1D0Z0KLVV,2023-04-30,5771333
A4LKAXWACFA995KE1,2024-03-31,4807595
DLTTACGP89H6U008M,2024-03-31,6326697
BQLAQGMLUN5Y6VU3U,2023-11-30,6468219
0TQ17VI65FDDKT227,2024-03-31,2513270
PQHMTD7TS2Q7AM9C6,2024-02-29,1208926
VNTN2FOUQHBSVRLKZ,2024-12-31,6210272
15J0ZCH8C1O665RTF,2024-10-31,4780711
7MQU99ZO49YXI2EDE,2024-02-29,6975309
LMHCV45KAJNLAV6CI,2024-08-31,2950138
KLRH1ZESF492S056H,2024-01-31,5580734
KXDUI2BQC1ZQ25O4C,2023-09-30,4671802
L8NOLOQ0MHSBXLPC8,2023-11-30,5170930
IGOQX9XYBSRDMOZXT,2023-04-30,5325898
LATSV8PKLN0G0XSCQ,2024-06-30,6153478
FXIQJ8T0RNKU5YYZL,2023-09-30,6006135
KVXACS7SB5O59ARQP,2023-09-30,1064298
8JB7CPERPX344FYNY,2023-09-30,4346586
BUDE132ZGBWCF5SIZ,2024-05-31,348908
LYQEIHF686T8C6FUH,2023-10-31,3965908
NDN0JWDWD4PJPHKO9,2023-08-31,6429513
XTUS49QJ4P8A8OCOB,2023-10-31,3327801
1MFXZRYV4MFOBXIAJ,2023-04-30,6878343
HDTGP1H5F336COXZX,2024-04-30,4634584
3QWPW0GFU2JIA5UE4,2024-06-30,4102520
4HER62QO48L3HOLG6,2023-02-28,6318989
6O996AT92IZ9926S5,2023-03-31,5690790
MUIZHHC8NUPU3856X,2023-06-30,6170376
D7UUQ6CP4DWYGZF0Z,2023-10-31,4288701
9G2XZ3XNAY7J6KTJN,2024-01-31,2000287
51UQ4XPBN39O7QIOO,2024-09-30,666706
UOHQ6DHPAN7V486JH,2023-11-30,2407261
RRS0030J6RHTUQ2RK,2024-11-30,3911800
OEZ236PKMC6MBM3TB,2024-12-31,6800238
9Y4LCJDQLDU43LOK4,2024-10-31,2518286
Z8WH1L99SI8KI6NIV,2023-11-30,5652119
MUIZHHC8NUPU3856X,2023-08-31,4478847
SUK8675QWKY38XUZB,2023-10-31,2090460
UP8K03IYUM8HZ8NLC,2024-10-31,6470159
51UQ4XPBN39O7QIOO,2024-07-31,2311833
G6R001Q73KLXUDPTV,2024-12-31,2078711
OJQZJBSXV2EELB04H,2024-08-31,69718
3PS05CCLIJVJ8J2KT,2023-12-31,451793
Y9LTUSGD9M83VAB0I,2023-11-30,6636692
FA2OC6FGIMI4S37PU,2024-03-31,2146469
5SKDNN35BDFYCRZ3T,2023-10-31,6029305
3PS05CCLIJVJ8J2KT,2023-03-31,6995032
BUDE132ZGBWCF5SIZ,2024-07-31,1649655
R7Q4Z9AULIORDJQ9D,2023-02-28,2011030
6O996AT92IZ9926S5,2024-04-30,6759240
XYYJ1CS2J4N0KXRG2,2023-02-28,2286634
Z4HM8TL716AK8U17L,2024-02-29,599130
OCCKGZM8DIZCYX3CJ,2024-10-31,5934782
3PS05CCLIJVJ8J2KT,2023-11-30,4603007
6T645BU8TYM8VGXKO,2023-04-30,3412321
MHREEFELDOONUMCHP,2024-08-31,2979898
AIQASN1W6XH7O9AI8,2024-08-31,218639
UP8K03IYUM8HZ8NLC,2024-02-29,3500454
R6XC1HPW2F2OYGFS2,2023-05-31,2425291
E0ZB60NF3G5K4VREU,2024-11-30,1926614
MHREEFELDOONUMCHP,2023-04-30,4909765
7MQU99ZO49YXI2EDE,2024-07-31,3084872
BUDE132ZGBWCF5SIZ,2023-01-31,1866228
FGGU9EADWBBLHKHYI,2024-02-29,3743164
51UQ4XPBN39O7QIOO,2024-08-31,530410
9DQS2WEXYFKHTNXUB,2024-08-31,6241702
LATSV8PKLN0G0XSCQ,2024-03-31,5082442
UXT0SVW2ICMQTZACJ,2024-04-30,747529
79KX9A87LHVX4DRM4,2024-02-29,2804329
MHREEFELDOONUMCHP,2024-04-30,6869967
5CS7MKN5CCCZTYEH8,2023-03-31,3712520
KIULTEGOP4LWPVDNF,2023-03-31,5054351
SSP73CDZATG8LX9V1,2024-07-31,4914402
AERG7GPQIBQXOGOHX,2023-03-31,4503738
PQHMTD7TS2Q7AM9C6,2023-11-30,218801
PEYORPWSHOAUXOPB8,2023-05-31,4024884
GFMBMLM8423RIAEDD,2023-06-30,4482861
SUK8675QWKY38XUZB,2023-04-30,5918581
UOHQ6DHPAN7V486JH,2023-06-30,1125428
WI9LBMXJ0YIBEJ357,2023-03-31,2550715
MGD1S17DROU71KI80,2023-10-31,930036
8JB7CPERPX344FYNY,2024-08-31,6857437
DLTTACGP89H6U008M,2023-05-31,2213263
4GM0V34SHZCQY338K,2024-02-29,1871270
KIULTEGOP4LWPVDNF,2024-01-31,6011472
MGD1S17DROU71KI80,2023-01-31,2609387
51UQ4XPBN39O7QIOO,2024-12-31,3059103
K7OLAZQZTOKBXBQVR,2023-05-31,4379187
T16X6RLA2J523LYRZ,2024-12-31,6518043
K2DBNBQ09G1QCCD7W,2023-10-31,2845072
OEZ236PKMC6MBM3TB,2024-11-30,5613298
0TQ17VI65FDDKT227,2023-11-30,4272953
7PLLCJPG8BTDR1ND3,2024-09-30,6505239
6O996AT92IZ9926S5,2023-01-31,2066744
3PS05CCLIJVJ8J2KT,2023-09-30,63205
NYD2J0FAEI05SQVAY,2024-09-30,1784401
9F27PNL29KIWUI8V1,2023-03-31,2034892
83Y10YDW1OI06N9ZM,2023-01-31,1056883
XRD31U4F7GM99U92O,2023-12-31,5139892
XEVZL0LOYONKMBWZY,2023-06-30,2665100
JTZWA92S5243CPZDG,2024-03-31,6423170
FXIQJ8T0RNKU5YYZL,2023-10-31,520407
63FO2A0KBYVLDNRAA,2023-01-31,224608
EX2GMK7UHXBM6P2OW,2023-06-30,5629742
OEZ236PKMC6MBM3TB,2023-04-30,1447327
7MQU99ZO49YXI2EDE,2023-10-31,1553123
JTZWA92S5243CPZDG,2023-04-30,2421050
79KX9A87LHVX4DRM4,2024-11-30,6581377
H9QCKG6XB01NQCZO9,2024-02-29,4975213
VBCVVZPLR5KW0VKDX,2024-02-29,1164912
V2NG3GK779G8J7A0S,2024-11-30,2496778
DLTTACGP89H6U008M,2023-07-31,3093412
LMHCV45KAJNLAV6CI,2023-10-31,3055746
V4LNPTIOKCV53PIHE,2024-01-31,6568928
A4JYPUIFCGXQSH8XL,2024-01-31,2377848
5P7TLU9HROJCCH8XF,2024-12-31,6290012
4M67RWDJ0PY180OMY,2024-07-31,5359523
V1SRV6QGJWWC8JVW0,2023-03-31,449803
3PS05CCLIJVJ8J2KT,2023-06-30,6571067
73LDIXZVJOQFRMHNZ,2023-09-30,4360154
FXIQJ8T0RNKU5YYZL,2023-01-31,5728828
VBCVVZPLR5KW0VKDX,2023-05-31,2128764
ZBRHGSC2D0501QLTX,2023-04-30,3201876
OEZ236PKMC6MBM3TB,2023-03-31,3110702
VHX791SAUG7W7R63P,2024-07-31,3982436
375WULANW2HVOVK5J,2023-02-28,4298190
QNCADSU9WB6X6JEXE,2024-01-31,4357522
HDTGP1H5F336COXZX,2023-06-30,1151931
3PS05CCLIJVJ8J2KT,2024-08-31,6774899
VU97XYAGZZS7LOG4E,2024-02-29,479463
79KX9A87LHVX4DRM4,2024-10-31,4016885
4TL0TI5WAALM6P0AH,2023-09-30,6126426
SKH4GHZSBWP3QGNNK,2023-10-31,1310725
51UQ4XPBN39O7QIOO,2024-04-30,6708638
J899WRG0VOOF1WON0,2023-07-31,2670762
AERG7GPQIBQXOGOHX,2023-08-31,3653575
JTZWA92S5243CPZDG,2024-11-30,5999870
XT6P8GPRWDSJSYZKR,2024-11-30,3678431
G6R001Q73KLXUDPTV,2024-04-30,2275812
U5I6FRV4Z2WTHAYXA,2023-08-31,1472253
UXT0SVW2ICMQTZACJ,2023-06-30,2555211
5VVHS1PF81H0K03QN,2024-04-30,2119833
4HER62QO48L3HOLG6,2024-10-31,5548068
6N7C2M20A97S9IENG,2023-09-30,1651474
51UQ4XPBN39O7QIOO,2023-08-31,6895121
E0ZB60NF3G5K4VREU,2024-09-30,2150055
VEYQK2P1HT4EDEU8Z,2024-09-30,4245105
SSP73CDZATG8LX9V1,2024-02-29,849540
T16X6RLA2J523LYRZ,2024-11-30,3641469
XYYJ1CS2J4N0KXRG2,2023-03-31,4835785
6N7C2M20A97S9IENG,2023-12-31,4127804
SKH4GHZSBWP3QGNNK,2024-11-30,2353294
OEZ236PKMC6MBM3TB,2024-09-30,2455003
K4BAGGWMVBZXC8Z0R,2024-03-31,5529820
QNCADSU9WB6X6JEXE,2023-08-31,5338605
0TQ17VI65FDDKT227,2023-08-31,2539336
AERG7GPQIBQXOGOHX,2024-07-31,2314582
Y6PZ8ICUVSNUUVGC6,2023-11-30,6263807
PQHMTD7TS2Q7AM9C6,2023-10-31,3224915
XTUS49QJ4P8A8OCOB,2023-01-31,5033654
LYQEIHF686T8C6FUH,2023-12-31,406650
DWJ0GFUKS12L7Y0G9,2024-11-30,243264
5SKDNN35BDFYCRZ3T,2024-03-31,3661314
DLTTACGP89H6U008M,2024-11-30,3793103
XYYJ1CS2J4N0KXRG2,2023-12-31,4263296
0TTW5R9RRCJ0A9E5F,2024-07-31,366744
9NWFWJ38XN31WBFXG,2023-04-30,2201417
Y6PZ8ICUVSNUUVGC6,2023-02-28,2672123
9NWFWJ38XN31WBFXG,2023-10-31,3284541
869YG73INQB5W1NQT,2023-02-28,3501187
R7Q4Z9AULIORDJQ9D,2024-12-31,571481
R7Q4Z9AULIORDJQ9D,2024-12-31,1142962
G6R001Q73KLXUDPTV,2023-01-31,3930781
FDS0N1SJL1R9K1IB4,2023-04-30,6165600
U5I6FRV4Z2WTHAYXA,2023-09-30,6200003
MUIZHHC8NUPU3856X,2024-03-31,6426807
Z8WH1L99SI8KI6NIV,2024-12-31,1653569
OL2AN4Q8PF7T5DNJA,2024-09-30,4036059
79KX9A87LHVX4DRM4,2023-04-30,876909
BJ37EOP5EGMDLO3MP,2024-05-31,2496844
XYYJ1CS2J4N0KXRG2,2024-04-30,4838700
63FO2A0KBYVLDNRAA,2023-07-31,3792341
1MFXZRYV4MFOBXIAJ,2023-07-31,3119110
FA2OC6FGIMI4S37PU,2024-04-30,2240002
KVXACS7SB5O59ARQP,2023-10-31,641916
LYQEIHF686T8C6FUH,2023-02-28,5146734
9NWFWJ38XN31WBFXG,2023-08-31,4695833
VBCVVZPLR5KW0VKDX,2024-10-31,4763352
SSP73CDZATG8LX9V1,2023-09-30,435807
DLRDFJ40BGVP9H10W,2023-10-31,6619199
PSRCQ6DW4S2N7175C,2023-12-31,430894
KVXACS7SB5O59ARQP,2024-05-31,3759423
E0ZB60NF3G5K4VREU,2024-05-31,6880761
G6R001Q73KLXUDPTV,2023-04-30,4097831
BOWGL6ZFJ8V4E620T,2024-09-30,4850668
X4YOXMSTBUXXCUOGK,2024-01-31,5755435
D0HW4TD0CUW9XJQPX,2023-06-30,4811137
9NWFWJ38XN31WBFXG,2023-08-31,4695833
FA2OC6FGIMI4S37PU,2024-02-29,3204765
Z8WH1L99SI8KI6NIV,2024-11-30,1325648
VIOMZ3660T8XTY6RC,2023-02-28,4606391
1MFXZRYV4MFOBXIAJ,2023-08-31,273300
NYD2J0FAEI05SQVAY,2024-11-30,6759032
LATSV8PKLN0G0XSCQ,2023-01-31,3994330
Y9LTUSGD9M83VAB0I,2024-01-31,571663
6N7C2M20A97S9IENG,2023-11-30,6705326
U01UYM0KLQO7ZMKXL,2024-05-31,6303570
OL2AN4Q8PF7T5DNJA,2023-09-30,4102367
U01UYM0KLQO7ZMKXL,2024-12-31,642608
9G2XZ3XNAY7J6KTJN,2023-09-30,4127179
FGGU9EADWBBLHKHYI,2024-05-31,651392
4M67RWDJ0PY180OMY,2023-12-31,495098
79KX9A87LHVX4DRM4,2023-12-31,6975062
ITDKGZGY3D1CQ22P4,2023-09-30,5043265
FXIQJ8T0RNKU5YYZL,2023-08-31,2866579
KLRH1ZESF492S056H,2024-11-30,2552608
VIOMZ3660T8XTY6RC,2023-04-30,6991126
H9QCKG6XB01NQCZO9,2024-04-30,3277504
LATSV8PKLN0G0XSCQ,2023-02-28,4357563
FGGU9EADWBBLHKHYI,2023-07-31,991243
